Nome; Nascimento; Morte
Luís de Magalhães;Lisboa, 1859;Porto, 1935
Hernâni Cidade;Redondo, 1887;Évora, 1975
Agostinho José Fortes;Mourão, 1869;Lisboa, 1940
Júlio Brandão;Vila Nova de Famalicão, 1869;Porto, 1947
Alice Moderno;Paris, 1867;Ponta Delgada, 1946
Carlos de Lemos;Lalim/Tarouca, 1867;Lisboa, 1954
Arquimedes da Silva Santos;Póvoa de Santa Iria/Vila Franca de Xira, 1921
Neves e Sousa;Matosinhos, 1921;São Salvador da Baía, Brasil, 1995
Egas de Bastos;Coimbra, 1922;?, 2005?
José João Craveirinha;Lourenço Marques (actual Maputo), Moçambique, 1922;Maputo, 2003
Joaquim Braga;Condeixa, 1925
Fernando Soares;S. Gonçalo/Amarante, 1925;S. Gonçalo, 1997
Daniel Filipe;Ilha da Boavista/Cabo Verde, 1925;Lisboa, 1964
Alberto Artur Mendes;Moita dos Ferreiros/Lourinhã, 1925
António Plácido de Abreu;Lisboa, 1930;Lisboa, 1952
António Marino Gonçalves Coelho;Olhão, 1930
Joaquim Cerqueira Gonçalves;Gaifar/Ponte de Lima, 1930
Ofélia Guimarães;Lisboa, 1930
Miguel Ángel Vasquez;?, ?
Fernando Pinto do Amaral;Lisboa, 1960
António Guerreiro;?, ?
Inês Pedrosa;Coimbra, 1962
Alexandra Lucas Coelho;Lisboa, 1967
Linda Santos Costa;?, ?
Bruno Cessole;?, ?
Helena Barbas;?, ?
João de Melo;Achadinha, Nordeste, São Miguel, Açores, 1942
António Carvalho;?, ?
Abel Barros Baptista;Vila Nova de Gaia, 1955
Fátima Maldonado;Santo Amaro/Sousel/Estremoz, 1941
Robert Bréchon;?, ?
D. Paio de Coimbra;Coimbra, Séc. XII;Coimbra, 1257?
Miguel Real;Lisboa, 1953
Rita Taborda Duarte;?, ?
Lúcia Castello Branco;?, ?
Harold Bloom;?, ?
Manuel Vázquez Montálban;?, ?
George Steiner;?, ?
Ilan Stavas;?, ?
Anthony Hyde;?, ?
Olivier Rolin;?, ?
Josyane Savigneau;?, ?
Patrick Kéchichian;?, ?
Luciana Stegagno-Picchio;?, ?
Antoine de Gaudemar;?, ?
Nicole Zand;?, ?
Manoel de Oliveira;Porto, 1908
Jorge Alves Osório;?, ?
Carlos Reis;Angra do Heroísmo, 1950
Gervásio Lima;Praia da Vitória/Terceira/Açores, 1876;Angra do Heroísmo, 1945
Alberto Costa;Aldeia de Joanes/Fundão, 1877;Lisboa, 1908
Álvaro de Castro;Guarda, 1878;Coimbra, 1928
Ruy do Vouga;Bunheiro/Murtosa, 1880;Queluz/Sintra, 1943
Ernesto Ennes;Lisboa, 1881;Lisboa, 1957
Sara Beirão;Tábua/Beira Alta, 1884;Tábua, 1974
J. de Matos Bettencourt;Norte Grande, São Jorge, Açores, 1889;Santa Cruz da Graciosa, Açores, 1915
Armando Côrtes Rodrigues;Vila Franca do Campo/São Miguel/Açores, 1891;Ponta Delgada, 1971
Joaquim de Carvalho;Figueira da Foz, 1892;Coimbra, 1958
Edmundo de Bettencourt;Funchal, 1899;Lisboa, 1973
Eduardo Cabrita;?, Séc. XIX
Alberto Carlos Cruz;?, Séc. XIX
José Vitorino da Fonseca;?, Séc. XIX
José Vicente da Gama;Saligão/Bardez/Índia, Séc. XIX;cidade de Moçambique/Ilha de Moçambique, 1878
Artur António Mateus Serrano;?, Séc. XIX;cidade de Mocambique/Ilha de Moçambique, ?
Luís de Pina;Lisboa, 1901;Porto, 1972
Joaquim Rodrigues dos Santos Júnior;Barcelos, 1901;Águas Santas/Maia, 1990
F. Cansado Gonsalves;Cuba/Alentejo, ?;Cascais, ?
António Salgado Júnior;Porto, 1904;Porto, 1989
António Ribeiro Ferreira;Alvaiázere, 1905;Lisboa, 1953
A. Gonçalves Rodrigues;Bragança, 1906;?, 1999
Mário Portocarrero Casimiro;Lisboa, 1909;Lisboa, 1961
Orlando Ribeiro;Lisboa, 1911;Amadora, 1997
Alberto Martins de Carvalho;?, ?
Luciano Augusto de Sousa;Olhão, 1913;Buenos Aires/Argentina, 1993
Maria Augusta Pereira de Eça de Alpoim;Lisboa, 1915
Joaquim Marrão;Ericeira, 1916
Frei Amador do Desengano;, Séc. XVIII;?, Séc. XVIII
Maurício de Almeida Gomes;Luanda/Angola, 1920
Aristides Abranches;Lisboa, 1832;Lisboa, 1892
Pedro José Supico de Morais;, Séc. XVIII;Santiago de Compostela, 1760?
Maurício de Queirós;Luzim, Penafiel, 1923
João Soares Somesso;?, Séc. XIII
Victor Manuel Ganda Evaristo;Lourenço Marques (hoje Maputo), 1926
António Nicolau Gracias Pereira;Majorda/Goa, 1926
Henrique Lopes;?, Séc. XVI
Francisco Rodrigues da Silveira;Lamego, 1558?;?, 1635
Paio Soares de Taveirós;?, Séc. XIII
Sóror Maria do Céu;Lisboa, 1658;Lisboa, 1753
João de Mendonça;Belém do Pará, 1845;Lisboa, 1896
José Daniel Rodrigues da Costa;Leiria, 1755;Lisboa, 1832
Manuel Bocarro;Lisboa, 1588;Florença, 1662
António de Abreu;?, Séc. XVI
Homero;, ?
Vítor M. Matias Ferreira;Lisboa, 1938
Júlio Gonçalves;Pangim/Goa/Índia, 1881;Lisboa, 1963
Ruben Fonseca;?, ?
Ana Paula Menino Avelar;?, ?
George Le Gentil;?, ?
Francisco de Holanda;Lisboa, 1517?;Lisboa?, 1584
João Gomes da Ilha;ilha da Madeira?, Séc. XV
Francisco Ferreira Drumond;Vila de S. Sebastião/ilha Terceira, 1796;Vila de S. Sebastião, 1858
Isaac Cardoso;Rio Seco, Trancoso, 1604;Verona, Itália, 1681
António Augusto Correia de Lacerda;Monforte, 1813;Ilha de Moçambique, 1868
António Moniz Barreto Corte Real;Angra do Heroísmo, 1804;Angra do Heroísmo, 1888
Inácio Maria Feijó;Lisboa, 1794;Lisboa, 1857
Lourenço Botelho Sotomaior;Lisboa, 1671;Lisboa, 1738
Pe. Luís Fróis;Lisboa, 1532;Nagasáqui, Japão, 1597
Caetano José da Silva Sotomaior;Olivença, 1601;Lisboa, 1739
Pe. Luís Gonçalves da Câmara;Funchal, 1518;?, 1575
Cacilda de Castro;, Séc. XIX;?, Séc. XX
António Cobeira;Castelo Branco, 1892;Porto, 1959
D. Dinis;Lisboa, 1261;Santarém, 1325
João Cangera;?, Séc. XIII
Mem Rodrigues de Briteiros;?, Séc. XIII
Artur Tavares de Melo;Madeira, 1865;Lisboa, 1948
Augusto Nobre;Porto, 1865;Foz do Douro/Porto, 1946
Gago Coutinho;Belém/Lisboa, 1869;Lisboa, 1959
Pedro de Azevedo;Santarém, 1869;Lisboa, 1928
Miguel de Castanhoso;Santarém, Séc. XVI
Frei Jerónimo de Azambuja;Azambuja, Séc. XVI;?, 1563
Afonso Álvares;?, Séc. XVI
